Entity,Code,Day,total_vaccinations
North America,,2021-11-18,731055197
North America,,2021-11-19,738067027
North America,,2021-11-20,739950626
North America,,2021-11-21,740934325
North America,,2021-11-22,743238751
North America,,2021-11-23,745190940
North America,,2021-11-24,747061928
North America,,2021-11-25,747488378
North America,,2021-11-26,749247778
North America,,2021-11-27,750761893
North America,,2021-11-28,751689238
North America,,2021-11-29,753863092
North America,,2021-11-30,756257601
North America,,2021-12-01,759167114
North America,,2021-12-02,761956825
North America,,2021-12-03,766418138
North America,,2021-12-04,768058584
North America,,2021-12-05,770090149
North America,,2021-12-06,772261774
North America,,2021-12-07,774484112
North America,,2021-12-08,777841140
North America,,2021-12-09,780482702
North America,,2021-12-10,783070239
North America,,2021-12-11,785868644
North America,,2021-12-12,787035852
North America,,2021-12-13,789248264
North America,,2021-12-14,791294690
North America,,2021-12-15,795205614
North America,,2021-12-16,798368689
North America,,2021-12-17,800737805
North America,,2021-12-18,802172710
North America,,2021-12-19,804981324
North America,,2021-12-20,814049572
North America,,2021-12-21,816788805
North America,,2021-12-22,819389716
North America,,2021-12-23,821441424
North America,,2021-12-24,822381248
North America,,2021-12-25,822652186
North America,,2021-12-26,823230727
North America,,2021-12-27,825100866
North America,,2021-12-28,827485765
North America,,2021-12-29,830641293
North America,,2021-12-30,833149327
North America,,2021-12-31,834258738
North America,,2022-01-01,834603678
North America,,2022-01-02,835125207
North America,,2022-01-03,836605342
North America,,2022-01-04,839164971
North America,,2022-01-05,841357939
North America,,2022-01-06,844081462
North America,,2022-01-07,846935785
North America,,2022-01-08,849827334
North America,,2022-01-09,851261061
North America,,2022-01-10,853338102
North America,,2022-01-11,855609464
North America,,2022-01-12,857785701
North America,,2022-01-13,861209916
North America,,2022-01-14,864396499
North America,,2022-01-15,866560982
North America,,2022-01-16,867822952
North America,,2022-01-17,869378075
North America,,2022-01-18,871438060
North America,,2022-01-19,873973517
North America,,2022-01-20,876476052
North America,,2022-01-21,879216113
North America,,2022-01-22,880210731
North America,,2022-01-23,882627718
North America,,2022-01-24,884200670
North America,,2022-01-25,886233560
North America,,2022-01-26,888269990
North America,,2022-01-27,892342454
North America,,2022-01-28,893710434
North America,,2022-01-29,894473618
North America,,2022-01-30,895690607
North America,,2022-01-31,897023676
North America,,2022-02-01,898215580
North America,,2022-02-02,899988516
North America,,2022-02-03,901588731
North America,,2022-02-04,903493491
North America,,2022-02-05,903713570
North America,,2022-02-06,904868616
North Macedonia,MKD,2021-02-16,0
North Macedonia,MKD,2021-03-16,5300
North Macedonia,MKD,2021-03-31,7735
North Macedonia,MKD,2021-04-02,8398
North Macedonia,MKD,2021-04-03,9003
North Macedonia,MKD,2021-04-05,12052
North Macedonia,MKD,2021-04-07,15419
North Macedonia,MKD,2021-04-08,18261
North Macedonia,MKD,2021-04-09,21333
North Macedonia,MKD,2021-04-10,24020
North Macedonia,MKD,2021-04-12,26014
North Macedonia,MKD,2021-04-13,29263
North Macedonia,MKD,2021-04-14,31460
North Macedonia,MKD,2021-04-16,38626
North Macedonia,MKD,2021-04-18,38971
North Macedonia,MKD,2021-04-19,41421
North Macedonia,MKD,2021-04-21,43032
North Macedonia,MKD,2021-04-22,44974
North Macedonia,MKD,2021-04-24,49804
North Macedonia,MKD,2021-04-25,51853
North Macedonia,MKD,2021-04-26,53193
North Macedonia,MKD,2021-04-27,55926
North Macedonia,MKD,2021-04-30,61603
North Macedonia,MKD,2021-05-04,66086
North Macedonia,MKD,2021-05-05,74076
North Macedonia,MKD,2021-05-08,97004
North Macedonia,MKD,2021-05-09,107978
North Macedonia,MKD,2021-05-10,145043
North Macedonia,MKD,2021-05-11,160425
North Macedonia,MKD,2021-05-12,175348
North Macedonia,MKD,2021-05-15,203324
North Macedonia,MKD,2021-05-18,207219
North Macedonia,MKD,2021-05-19,219977
North Macedonia,MKD,2021-05-20,232485
North Macedonia,MKD,2021-05-21,244518
North Macedonia,MKD,2021-05-22,255259
North Macedonia,MKD,2021-05-23,259577
North Macedonia,MKD,2021-05-26,267167
North Macedonia,MKD,2021-05-27,278619
North Macedonia,MKD,2021-05-28,290829
North Macedonia,MKD,2021-05-29,304904
North Macedonia,MKD,2021-05-31,315781
North Macedonia,MKD,2021-06-01,331034
North Macedonia,MKD,2021-06-02,346931
North Macedonia,MKD,2021-06-03,362710
North Macedonia,MKD,2021-06-04,369661
North Macedonia,MKD,2021-06-05,384466
North Macedonia,MKD,2021-06-06,399962
North Macedonia,MKD,2021-06-08,410711
North Macedonia,MKD,2021-06-09,420821
North Macedonia,MKD,2021-06-10,431174
North Macedonia,MKD,2021-06-11,442928
North Macedonia,MKD,2021-06-14,452424
North Macedonia,MKD,2021-06-15,458131
North Macedonia,MKD,2021-06-16,462415
North Macedonia,MKD,2021-06-17,473853
North Macedonia,MKD,2021-06-21,482058
North Macedonia,MKD,2021-06-22,488010
North Macedonia,MKD,2021-06-23,494909
North Macedonia,MKD,2021-06-24,501506
North Macedonia,MKD,2021-06-25,501506
North Macedonia,MKD,2021-06-26,510351
North Macedonia,MKD,2021-06-29,529445
North Macedonia,MKD,2021-06-30,542699
North Macedonia,MKD,2021-07-01,557400
North Macedonia,MKD,2021-07-02,572176
North Macedonia,MKD,2021-07-03,586537
North Macedonia,MKD,2021-07-05,613219
North Macedonia,MKD,2021-07-06,627948
North Macedonia,MKD,2021-07-07,640886
North Macedonia,MKD,2021-07-08,652680
North Macedonia,MKD,2021-07-09,662372
North Macedonia,MKD,2021-07-12,676620
North Macedonia,MKD,2021-07-13,686788
North Macedonia,MKD,2021-07-14,700193
North Macedonia,MKD,2021-07-15,713114
North Macedonia,MKD,2021-07-16,725902
North Macedonia,MKD,2021-07-21,760961
North Macedonia,MKD,2021-07-22,800168
North Macedonia,MKD,2021-07-23,818295
North Macedonia,MKD,2021-07-26,847336
North Macedonia,MKD,2021-07-27,862426
North Macedonia,MKD,2021-07-28,862426
North Macedonia,MKD,2021-07-29,878290
North Macedonia,MKD,2021-07-30,891379
North Macedonia,MKD,2021-07-31,904583
North Macedonia,MKD,2021-08-03,920442
North Macedonia,MKD,2021-08-04,932603
North Macedonia,MKD,2021-08-05,944731
North Macedonia,MKD,2021-08-06,958742
North Macedonia,MKD,2021-08-09,982645
North Macedonia,MKD,2021-08-10,998876
North Macedonia,MKD,2021-08-11,1016700
North Macedonia,MKD,2021-08-12,1033584
North Macedonia,MKD,2021-08-14,1058112
North Macedonia,MKD,2021-08-16,1079049
North Macedonia,MKD,2021-08-17,1097855
North Macedonia,MKD,2021-08-18,1115988
North Macedonia,MKD,2021-08-19,1134231
North Macedonia,MKD,2021-08-20,1152274
North Macedonia,MKD,2021-08-23,1177911
North Macedonia,MKD,2021-08-25,1193218
North Macedonia,MKD,2021-08-26,1207515
North Macedonia,MKD,2021-08-27,1220375
North Macedonia,MKD,2021-08-28,1234123
North Macedonia,MKD,2021-08-31,1253612
North Macedonia,MKD,2021-09-01,1267666
North Macedonia,MKD,2021-09-02,1280332
North Macedonia,MKD,2021-09-08,1326584
North Macedonia,MKD,2021-09-10,1358067
North Macedonia,MKD,2021-09-11,1381901
North Macedonia,MKD,2021-09-13,1397773
North Macedonia,MKD,2021-09-15,1411735
North Macedonia,MKD,2021-09-17,1435392
North Macedonia,MKD,2021-09-21,1465229
North Macedonia,MKD,2021-09-22,1474507
North Macedonia,MKD,2021-09-23,1482287
North Macedonia,MKD,2021-09-25,1495762
North Macedonia,MKD,2021-09-28,1505469
North Macedonia,MKD,2021-09-29,1510665
North Macedonia,MKD,2021-09-30,1513785
North Macedonia,MKD,2021-10-01,1518087
North Macedonia,MKD,2021-10-05,1529545
North Macedonia,MKD,2021-10-06,1533495
North Macedonia,MKD,2021-10-08,1540027
North Macedonia,MKD,2021-10-10,1544531
North Macedonia,MKD,2021-10-14,1554372
North Macedonia,MKD,2021-10-15,1557028
North Macedonia,MKD,2021-10-18,1560477
North Macedonia,MKD,2021-10-19,1563990
North Macedonia,MKD,2021-10-20,1566348
North Macedonia,MKD,2021-10-21,1569243
North Macedonia,MKD,2021-10-22,1574184
North Macedonia,MKD,2021-10-26,1589004
North Macedonia,MKD,2021-10-28,1600966
North Macedonia,MKD,2021-10-29,1605913
North Macedonia,MKD,2021-11-01,1611685
North Macedonia,MKD,2021-11-03,1620860
North Macedonia,MKD,2021-11-04,1624729
North Macedonia,MKD,2021-11-08,1633125
North Macedonia,MKD,2021-11-15,1657833
North Macedonia,MKD,2021-11-17,1666261
North Macedonia,MKD,2021-11-26,1694373
North Macedonia,MKD,2021-12-12,1724797
North Macedonia,MKD,2021-12-19,1741245
North Macedonia,MKD,2021-12-26,1755026
North Macedonia,MKD,2022-01-16,1788943
North Macedonia,MKD,2022-01-30,1804728
Northern Cyprus,OWID_CYN,2021-01-14,0
Northern Cyprus,OWID_CYN,2021-01-19,4968
Northern Cyprus,OWID_CYN,2021-01-22,11000
Northern Cyprus,OWID_CYN,2021-03-25,97969
Northern Cyprus,OWID_CYN,2021-04-14,104978
Northern Cyprus,OWID_CYN,2021-04-19,107365
Northern Cyprus,OWID_CYN,2021-04-23,109490
Northern Cyprus,OWID_CYN,2021-05-08,121841
Northern Cyprus,OWID_CYN,2021-05-10,122598
Northern Cyprus,OWID_CYN,2021-05-11,123791
Northern Cyprus,OWID_CYN,2021-05-14,124024
Northern Cyprus,OWID_CYN,2021-05-17,124752
Northern Cyprus,OWID_CYN,2021-05-19,125248
Northern Cyprus,OWID_CYN,2021-05-22,126668
Northern Cyprus,OWID_CYN,2021-05-24,126813
Northern Cyprus,OWID_CYN,2021-05-25,127608
Northern Cyprus,OWID_CYN,2021-05-27,129743
Northern Cyprus,OWID_CYN,2021-06-27,194782
Northern Cyprus,OWID_CYN,2021-08-15,302854
Northern Cyprus,OWID_CYN,2021-09-26,491206
Northern Cyprus,OWID_CYN,2021-10-22,546076
Northern Cyprus,OWID_CYN,2021-10-29,551457
Northern Cyprus,OWID_CYN,2021-11-05,556876
Northern Cyprus,OWID_CYN,2021-11-12,563953
Northern Cyprus,OWID_CYN,2021-11-19,575309
Northern Cyprus,OWID_CYN,2021-11-26,617389
Northern Ireland,,2021-01-10,91954
Northern Ireland,,2021-01-11,99475
Northern Ireland,,2021-01-12,109257
Northern Ireland,,2021-01-13,121711
Northern Ireland,,2021-01-14,133831
Northern Ireland,,2021-01-15,137380
Northern Ireland,,2021-01-16,140561
Northern Ireland,,2021-01-17,146733
Northern Ireland,,2021-01-18,154436
Northern Ireland,,2021-01-19,160396
Northern Ireland,,2021-01-20,166538
Northern Ireland,,2021-01-21,173549
Northern Ireland,,2021-01-22,177026
Northern Ireland,,2021-01-23,178331
Northern Ireland,,2021-01-24,182355
Northern Ireland,,2021-01-25,186112
Northern Ireland,,2021-01-26,191050
Northern Ireland,,2021-01-27,199211
Northern Ireland,,2021-01-28,220201
Northern Ireland,,2021-01-29,228211
Northern Ireland,,2021-01-30,238924
Northern Ireland,,2021-01-31,246421
Northern Ireland,,2021-02-01,258311
Northern Ireland,,2021-02-02,271826
Northern Ireland,,2021-02-03,289274
Northern Ireland,,2021-02-04,301279
Northern Ireland,,2021-02-05,316420
Northern Ireland,,2021-02-06,323122
Northern Ireland,,2021-02-07,330941
Northern Ireland,,2021-02-08,345195
Northern Ireland,,2021-02-09,361430
Northern Ireland,,2021-02-10,381894
Northern Ireland,,2021-02-11,401966
Northern Ireland,,2021-02-12,416708
Northern Ireland,,2021-02-13,420077
Northern Ireland,,2021-02-14,426248
Northern Ireland,,2021-02-15,438708
Northern Ireland,,2021-02-16,447685
Northern Ireland,,2021-02-17,457581
Northern Ireland,,2021-02-18,466524
Northern Ireland,,2021-02-19,473670
Northern Ireland,,2021-02-21,488826
Northern Ireland,,2021-02-22,499206
Northern Ireland,,2021-02-23,509580
Northern Ireland,,2021-02-24,523230
Northern Ireland,,2021-02-25,537086
Northern Ireland,,2021-02-26,548294
Northern Ireland,,2021-02-27,553661
Northern Ireland,,2021-02-28,558597
Northern Ireland,,2021-03-01,572759
Northern Ireland,,2021-03-02,582881
Northern Ireland,,2021-03-03,596860
Northern Ireland,,2021-03-04,609798
Northern Ireland,,2021-03-05,619315
Northern Ireland,,2021-03-06,625144
Northern Ireland,,2021-03-07,631654
Northern Ireland,,2021-03-08,641121
Northern Ireland,,2021-03-09,648028
Northern Ireland,,2021-03-10,655643
Northern Ireland,,2021-03-11,664029
Northern Ireland,,2021-03-12,671514
Northern Ireland,,2021-03-13,677602
Northern Ireland,,2021-03-14,684097
Northern Ireland,,2021-03-15,692264
Northern Ireland,,2021-03-16,704747
Northern Ireland,,2021-03-17,713392
Northern Ireland,,2021-03-18,726290
Northern Ireland,,2021-03-19,738286
Northern Ireland,,2021-03-20,746254
Northern Ireland,,2021-03-21,776211
Northern Ireland,,2021-03-22,776211
Northern Ireland,,2021-03-23,791117
Northern Ireland,,2021-03-24,808241
Northern Ireland,,2021-03-25,825310
Northern Ireland,,2021-03-26,839609
Northern Ireland,,2021-03-27,850041
Northern Ireland,,2021-03-28,855488
Northern Ireland,,2021-03-29,872751
Northern Ireland,,2021-03-30,887598
Northern Ireland,,2021-03-31,901766
Northern Ireland,,2021-04-01,918459
Northern Ireland,,2021-04-02,932502
Northern Ireland,,2021-04-03,939591
Northern Ireland,,2021-04-04,943750
Northern Ireland,,2021-04-05,950868
Northern Ireland,,2021-04-06,958783
Northern Ireland,,2021-04-07,973182
Northern Ireland,,2021-04-08,987819
Northern Ireland,,2021-04-09,1003165
Northern Ireland,,2021-04-10,1014642
Northern Ireland,,2021-04-11,1025912
Northern Ireland,,2021-04-12,1042365
Northern Ireland,,2021-04-13,1062178
Northern Ireland,,2021-04-14,1081565
Northern Ireland,,2021-04-15,1100577
Northern Ireland,,2021-04-16,1118743
Northern Ireland,,2021-04-17,1128654
Northern Ireland,,2021-04-18,1137331
Northern Ireland,,2021-04-19,1152820
Northern Ireland,,2021-04-20,1174847
Northern Ireland,,2021-04-21,1195663
Northern Ireland,,2021-04-22,1221153
Northern Ireland,,2021-04-23,1237267
Northern Ireland,,2021-04-24,1247931
Northern Ireland,,2021-04-25,1259478
Northern Ireland,,2021-04-26,1275695
Northern Ireland,,2021-04-29,1344863
Northern Ireland,,2021-04-30,1354660
Northern Ireland,,2021-05-01,1364658
Northern Ireland,,2021-05-02,1374895
Northern Ireland,,2021-05-03,1381581
Northern Ireland,,2021-05-04,1397087
Northern Ireland,,2021-05-05,1416826
Northern Ireland,,2021-05-06,1436817
Northern Ireland,,2021-05-07,1450283
Northern Ireland,,2021-05-08,1460425
Northern Ireland,,2021-05-09,1470135
Northern Ireland,,2021-05-10,1485125
Northern Ireland,,2021-05-11,1501023
Northern Ireland,,2021-05-12,1515760
Northern Ireland,,2021-05-13,1530025
Northern Ireland,,2021-05-14,1541028
Northern Ireland,,2021-05-15,1548336
Northern Ireland,,2021-05-16,1556832
Northern Ireland,,2021-05-17,1568045
Northern Ireland,,2021-05-18,1579129
Northern Ireland,,2021-05-19,1592566
Northern Ireland,,2021-05-20,1604801
Northern Ireland,,2021-05-21,1616351
Northern Ireland,,2021-05-22,1624153
Northern Ireland,,2021-05-23,1634089
Northern Ireland,,2021-05-24,1647207
Northern Ireland,,2021-05-25,1660981
Northern Ireland,,2021-05-26,1674026
Northern Ireland,,2021-05-27,1686410
Northern Ireland,,2021-05-28,1695321
Northern Ireland,,2021-05-29,1702304
Northern Ireland,,2021-05-30,1709840
Northern Ireland,,2021-05-31,1720107
Northern Ireland,,2021-06-01,1737125
Northern Ireland,,2021-06-02,1758173
Northern Ireland,,2021-06-03,1771123
Northern Ireland,,2021-06-04,1782596
Northern Ireland,,2021-06-05,1790718
Northern Ireland,,2021-06-06,1800814
Northern Ireland,,2021-06-07,1814278
Northern Ireland,,2021-06-08,1826614
Northern Ireland,,2021-06-09,1837819
Northern Ireland,,2021-06-10,1849169
Northern Ireland,,2021-06-11,1862979
Northern Ireland,,2021-06-12,1863947
Northern Ireland,,2021-06-13,1863947
Northern Ireland,,2021-06-14,1878171
Northern Ireland,,2021-06-15,1899610
Northern Ireland,,2021-06-16,1911239
Northern Ireland,,2021-06-17,1922617
Northern Ireland,,2021-06-18,1932702
Northern Ireland,,2021-06-19,1941162
Northern Ireland,,2021-06-20,1951243
Northern Ireland,,2021-06-21,1960401
Northern Ireland,,2021-06-22,1971061
Northern Ireland,,2021-06-23,1980708
Northern Ireland,,2021-06-24,1988884
Northern Ireland,,2021-06-25,1996954
Northern Ireland,,2021-06-26,2003117
Northern Ireland,,2021-06-27,2010028
Northern Ireland,,2021-06-28,2018191
Northern Ireland,,2021-06-29,2027724
Northern Ireland,,2021-06-30,2038058
Northern Ireland,,2021-07-01,2046141
Northern Ireland,,2021-07-02,2054420
Northern Ireland,,2021-07-03,2061988
Northern Ireland,,2021-07-04,2070574
Northern Ireland,,2021-07-05,2079758
Northern Ireland,,2021-07-06,2089386
Northern Ireland,,2021-07-07,2099174
Northern Ireland,,2021-07-08,2107863
Northern Ireland,,2021-07-09,2115735
Northern Ireland,,2021-07-10,2122962
Northern Ireland,,2021-07-11,2127703
Northern Ireland,,2021-07-18,2168431
Northern Ireland,,2021-07-19,2175663
Northern Ireland,,2021-07-20,2184162
Northern Ireland,,2021-07-21,2192707
Northern Ireland,,2021-07-22,2195815
Northern Ireland,,2021-07-23,2200579
Northern Ireland,,2021-07-24,2204177
Northern Ireland,,2021-07-25,2208466
Northern Ireland,,2021-07-26,2215383
Northern Ireland,,2021-07-27,2224108
Northern Ireland,,2021-07-28,2239652
Northern Ireland,,2021-07-29,2248598
Northern Ireland,,2021-07-30,2255519
Northern Ireland,,2021-07-31,2262641
Northern Ireland,,2021-08-01,2267984
Northern Ireland,,2021-08-02,2276708
Northern Ireland,,2021-08-03,2284540
Northern Ireland,,2021-08-04,2292163
Northern Ireland,,2021-08-05,2298017
Northern Ireland,,2021-08-06,2310931
Northern Ireland,,2021-08-07,2316713
Northern Ireland,,2021-08-08,2322659
Northern Ireland,,2021-08-09,2335798
Northern Ireland,,2021-08-10,2343361
Northern Ireland,,2021-08-11,2349717
Northern Ireland,,2021-08-12,2356600
Northern Ireland,,2021-08-13,2362361
Northern Ireland,,2021-08-14,2366260
Northern Ireland,,2021-08-15,2371369
Northern Ireland,,2021-08-16,2376682
Northern Ireland,,2021-08-17,2384396
Northern Ireland,,2021-08-18,2389725
Northern Ireland,,2021-08-19,2395542
Northern Ireland,,2021-08-20,2401296
Northern Ireland,,2021-08-21,2408221
Northern Ireland,,2021-08-22,2414189
Northern Ireland,,2021-08-23,2417807
Northern Ireland,,2021-08-24,2422194
Northern Ireland,,2021-08-25,2428676
Northern Ireland,,2021-08-26,2434651
Northern Ireland,,2021-08-27,2438420
Northern Ireland,,2021-08-28,2440759
Northern Ireland,,2021-08-29,2442855
Northern Ireland,,2021-08-30,2445876
Northern Ireland,,2021-08-31,2449587
Northern Ireland,,2021-09-01,2452955
Northern Ireland,,2021-09-02,2456256
Northern Ireland,,2021-09-03,2459543
Northern Ireland,,2021-09-04,2462140
Northern Ireland,,2021-09-05,2465965
Northern Ireland,,2021-09-06,2470155
Northern Ireland,,2021-09-07,2475196
Northern Ireland,,2021-09-08,2479883
Northern Ireland,,2021-09-09,2484598
Northern Ireland,,2021-09-10,2489473
Northern Ireland,,2021-09-11,2492097
Northern Ireland,,2021-09-12,2493882
Northern Ireland,,2021-09-13,2496461
Northern Ireland,,2021-09-14,2498979
Northern Ireland,,2021-09-15,2501234
Northern Ireland,,2021-09-16,2503795
Northern Ireland,,2021-09-17,2505001
Northern Ireland,,2021-09-18,2505605
Northern Ireland,,2021-09-19,2506630
Northern Ireland,,2021-09-20,2507983
Northern Ireland,,2021-09-21,2509133
Northern Ireland,,2021-09-22,2510683
Northern Ireland,,2021-09-23,2512101
Northern Ireland,,2021-09-24,2513246
Northern Ireland,,2021-09-25,2514352
Northern Ireland,,2021-09-26,2515477
Northern Ireland,,2021-09-27,2517345
Northern Ireland,,2021-09-28,2518771
Northern Ireland,,2021-09-29,2520419
Northern Ireland,,2021-09-30,2526802
Northern Ireland,,2021-10-01,2528747
Northern Ireland,,2021-10-02,2530463
Northern Ireland,,2021-10-03,2533146
Northern Ireland,,2021-10-04,2536408
Northern Ireland,,2021-10-05,2539912
Northern Ireland,,2021-10-06,2542757
Northern Ireland,,2021-10-07,2545973
Northern Ireland,,2021-10-08,2548548
Northern Ireland,,2021-10-09,2550278
Northern Ireland,,2021-10-10,2552545
Northern Ireland,,2021-10-11,2556457
Northern Ireland,,2021-10-12,2561250
Northern Ireland,,2021-10-13,2564092
Northern Ireland,,2021-10-14,2569617
Northern Ireland,,2021-10-15,2571933
Northern Ireland,,2021-10-16,2573372
Northern Ireland,,2021-10-17,2575125
Northern Ireland,,2021-10-18,2578675
Northern Ireland,,2021-10-19,2593676
Northern Ireland,,2021-10-20,2599370
Northern Ireland,,2021-10-21,2606061
Northern Ireland,,2021-10-22,2611178
Northern Ireland,,2021-10-23,2614760
Northern Ireland,,2021-10-24,2618520
Northern Ireland,,2021-10-25,2625815
Northern Ireland,,2021-10-26,2634021
Northern Ireland,,2021-10-27,2643224
Northern Ireland,,2021-10-28,2650769
Northern Ireland,,2021-10-29,2656176
Northern Ireland,,2021-10-30,2659609
Northern Ireland,,2021-10-31,2663473
Northern Ireland,,2021-11-01,2672447
Northern Ireland,,2021-11-02,2682730
Northern Ireland,,2021-11-03,2694799
Northern Ireland,,2021-11-04,2707819
Northern Ireland,,2021-11-05,2715731
Northern Ireland,,2021-11-06,2722452
Northern Ireland,,2021-11-07,2728343
Northern Ireland,,2021-11-08,2741091
Northern Ireland,,2021-11-09,2756029
Northern Ireland,,2021-11-10,2773870
Northern Ireland,,2021-11-11,2790786
Northern Ireland,,2021-11-12,2801975
Northern Ireland,,2021-11-13,2808111
Northern Ireland,,2021-11-14,2814862
Northern Ireland,,2021-11-15,2831525
Northern Ireland,,2021-11-16,2849592
Northern Ireland,,2021-11-17,2871669
Northern Ireland,,2021-11-18,2890873
Northern Ireland,,2021-11-19,2902394
Northern Ireland,,2021-11-20,2907848
Northern Ireland,,2021-11-21,2916048
Northern Ireland,,2021-11-22,2933054
Northern Ireland,,2021-11-23,2952297
Northern Ireland,,2021-11-24,2970478
Northern Ireland,,2021-11-25,2986203
Northern Ireland,,2021-11-26,2986203
Northern Ireland,,2021-11-27,2986203
Northern Ireland,,2021-11-28,3012036
Northern Ireland,,2021-11-29,3030662
Northern Ireland,,2021-11-30,3048854
Northern Ireland,,2021-12-01,3068005
Northern Ireland,,2021-12-02,3085767
Northern Ireland,,2021-12-03,3094393
Northern Ireland,,2021-12-04,3094393
Northern Ireland,,2021-12-05,3121608
Northern Ireland,,2021-12-06,3133807
Northern Ireland,,2021-12-07,3149534
Northern Ireland,,2021-12-08,3166599
Northern Ireland,,2021-12-09,3182222
Northern Ireland,,2021-12-10,3195368
Northern Ireland,,2021-12-11,3203049
Northern Ireland,,2021-12-12,3212726
Northern Ireland,,2021-12-13,3238116
Northern Ireland,,2021-12-14,3262441
Northern Ireland,,2021-12-15,3292432
Northern Ireland,,2021-12-16,3318864
Northern Ireland,,2021-12-17,3337740
Northern Ireland,,2021-12-18,3349001
Northern Ireland,,2021-12-19,3364925
Northern Ireland,,2021-12-20,3396177
Northern Ireland,,2021-12-21,3428802
Northern Ireland,,2021-12-22,3455229
Northern Ireland,,2021-12-23,3471215
Northern Ireland,,2021-12-24,3474000
Northern Ireland,,2021-12-25,3474003
Northern Ireland,,2021-12-26,3476927
Northern Ireland,,2021-12-27,3483874
Northern Ireland,,2021-12-28,3492932
Northern Ireland,,2021-12-29,3504889
Northern Ireland,,2021-12-30,3516996
Northern Ireland,,2021-12-31,3520286
Northern Ireland,,2022-01-01,3521404
Northern Ireland,,2022-01-02,3525262
Northern Ireland,,2022-01-03,3530777
Northern Ireland,,2022-01-04,3538916
Northern Ireland,,2022-01-05,3550883
Northern Ireland,,2022-01-06,3560914
Northern Ireland,,2022-01-07,3569851
Northern Ireland,,2022-01-08,3569851
Northern Ireland,,2022-01-09,3578297
Northern Ireland,,2022-01-10,3585875
Northern Ireland,,2022-01-11,3593453
Northern Ireland,,2022-01-12,3602749
Northern Ireland,,2022-01-13,3609748
Northern Ireland,,2022-01-14,3615907
Northern Ireland,,2022-01-15,3619404
Northern Ireland,,2022-01-16,3621591
Northern Ireland,,2022-01-17,3626762
Northern Ireland,,2022-01-18,3631717
Northern Ireland,,2022-01-19,3636745
Northern Ireland,,2022-01-20,3641579
Northern Ireland,,2022-01-21,3645986
Northern Ireland,,2022-01-22,3648134
Northern Ireland,,2022-01-23,3650097
Northern Ireland,,2022-01-24,3652360
Northern Ireland,,2022-01-25,3655138
Northern Ireland,,2022-01-26,3658341
Northern Ireland,,2022-01-27,3661792
Northern Ireland,,2022-01-28,3664503
Northern Ireland,,2022-01-29,3666997
Northern Ireland,,2022-01-30,3668413
Northern Ireland,,2022-01-31,3670010
Northern Ireland,,2022-02-01,3672192
Northern Ireland,,2022-02-02,3674504
Northern Ireland,,2022-02-03,3677195
Northern Ireland,,2022-02-04,3679414
Northern Ireland,,2022-02-05,3681497
Norway,NOR,2020-12-02,0
Norway,NOR,2020-12-03,0
Norway,NOR,2020-12-04,0
Norway,NOR,2020-12-05,0
Norway,NOR,2020-12-06,0
Norway,NOR,2020-12-07,0
Norway,NOR,2020-12-08,5
Norway,NOR,2020-12-09,6
Norway,NOR,2020-12-10,7
Norway,NOR,2020-12-11,11
Norway,NOR,2020-12-12,11
Norway,NOR,2020-12-13,11
Norway,NOR,2020-12-14,11
Norway,NOR,2020-12-15,13
Norway,NOR,2020-12-16,18
Norway,NOR,2020-12-17,27
Norway,NOR,2020-12-18,42
Norway,NOR,2020-12-19,47
Norway,NOR,2020-12-20,54
Norway,NOR,2020-12-21,67
Norway,NOR,2020-12-22,82
Norway,NOR,2020-12-23,99
Norway,NOR,2020-12-24,111
Norway,NOR,2020-12-25,111
Norway,NOR,2020-12-26,119
Norway,NOR,2020-12-27,136
Norway,NOR,2020-12-28,762
Norway,NOR,2020-12-29,1852
Norway,NOR,2020-12-30,2321
Norway,NOR,2020-12-31,2409
Norway,NOR,2021-01-01,2433
Norway,NOR,2021-01-02,2451
Norway,NOR,2021-01-03,2491
Norway,NOR,2021-01-04,2529
Norway,NOR,2021-01-05,5969
Norway,NOR,2021-01-06,15133
Norway,NOR,2021-01-07,21752
Norway,NOR,2021-01-08,23421
Norway,NOR,2021-01-09,23594
Norway,NOR,2021-01-10,23737
Norway,NOR,2021-01-11,24237
Norway,NOR,2021-01-12,28606
Norway,NOR,2021-01-13,38567
Norway,NOR,2021-01-14,47164
Norway,NOR,2021-01-15,51784
Norway,NOR,2021-01-16,52631
Norway,NOR,2021-01-17,53027
Norway,NOR,2021-01-18,54664
Norway,NOR,2021-01-19,60153
Norway,NOR,2021-01-20,71020
Norway,NOR,2021-01-21,79797
Norway,NOR,2021-01-22,83257
Norway,NOR,2021-01-23,83682
Norway,NOR,2021-01-24,83786
Norway,NOR,2021-01-25,84414
Norway,NOR,2021-01-26,89189
Norway,NOR,2021-01-27,108727
Norway,NOR,2021-01-28,126460
Norway,NOR,2021-01-29,132525
Norway,NOR,2021-01-30,132954
Norway,NOR,2021-01-31,133205
Norway,NOR,2021-02-01,133824
Norway,NOR,2021-02-02,143614
Norway,NOR,2021-02-03,177853
Norway,NOR,2021-02-04,213053
Norway,NOR,2021-02-05,228970
Norway,NOR,2021-02-06,230619
Norway,NOR,2021-02-07,231314
Norway,NOR,2021-02-08,232423
Norway,NOR,2021-02-09,241550
Norway,NOR,2021-02-10,273902
Norway,NOR,2021-02-11,304037
Norway,NOR,2021-02-12,316017
Norway,NOR,2021-02-13,317322
Norway,NOR,2021-02-14,317484
